Loan_ID,Borrower_Credit_Score,Debt_to_Income_Ratio,Loan_to_Value_Ratio,Annual_Income,Loan_Amount,Loan_Term_Years,Collateral_Value,Industry_Sector,Credit_History_Length_Years,Past_Due_Payments,Consumer_Confidence_Index,Business_Confidence_Index,Inflation_Rate,GDP_Growth_Rate,Loan_Type,Credit_Rating
5047,805,0.3660067393316817,0.8858474963956245,145343.29038514203,45801.67193757632,15,49668.94736286951,Healthcare,19,1,0.24258210651380052,0.11491283231112259,0.43590387824271326,0.30526290978573245,Government,Ba
5048,492,0.3054709166103238,1.1388402986478003,42650.469511109826,254720.8534728018,29,264591.30511731637,Energy,12,2,0.7228340517123216,0.1941558145950517,0.8707118317577683,0.6917348905458846,Personal,Caa
5049,367,0.40102683646352255,0.9109890220803806,156337.82425606152,228187.6062350431,11,935230.3169611947,Real Estate,24,4,0.6690821205762323,0.6740528662303841,0.5984030983568701,0.21096115350708378,Corporate,Caa
5050,793,0.41747685648614463,0.7805139251560577,47736.69314435032,358731.1233640575,20,335857.82184331183,Finance,24,6,0.7180552961357289,0.6189185550704864,0.2771742015718768,0.471439615589344,Personal,B
5051,351,0.12139164049189707,1.104044437197764,129533.08912924671,312051.30595463124,23,115424.2475733163,Healthcare,18,6,0.9501087038730269,0.48592202637100523,0.21635561079983434,0.8737903587194165,Government,Caa
5052,662,0.5999463333525247,0.5349081896146486,199627.60744910123,174972.19639973817,17,320133.39397928683,Real Estate,6,2,0.11977031755249634,0.7733211103162988,0.04407548595676003,0.025436208662699022,Government,Ba
5053,773,0.2819597884022378,1.1303574505462337,59561.7941541301,250670.57952213121,28,523310.82394279423,Consumer Goods,23,9,0.5778561441879609,0.6923276371075521,0.7036815418942886,0.8388515932851073,Corporate,B
5054,820,0.1307713234549481,0.9874427701484497,74384.67417327344,270361.1410319752,19,392230.34058453806,Finance,14,8,0.2571042788000675,0.058679390586225844,0.6507973062345042,0.8650685581878552,Corporate,Ba
5055,730,0.5261615873877576,1.1584241022968544,182732.53117813898,459186.5607801105,22,790420.0765523778,Energy,23,7,0.39426678544078664,0.654450197646615,0.7828998882380366,0.7204512982937964,Personal,B
5056,597,0.5965093396061562,0.6753534083888708,136468.71086572623,490938.69942202634,26,614925.297832923,Energy,3,4,0.3242508844149139,0.3871605496414122,0.955766150275109,0.602749508509291,Corporate,B
5057,734,0.5081792546080451,0.9864449552479029,113730.32079673283,408693.6867400867,17,440555.51078444964,Real Estate,25,1,0.9307020432339722,0.47123061495584484,0.3286192944922596,0.46199781555228336,Government,B
5058,497,0.5259412449299229,1.0666242868341962,125659.86653590619,283241.75330433075,15,997288.6105355705,Real Estate,13,9,0.9463566691985671,0.5234135129012016,0.24238698710495843,0.6666943604694814,Corporate,Caa
5059,427,0.41296755710972544,0.9914718058501137,80234.20858851477,464412.88710393105,13,887079.4535973576,Real Estate,7,9,0.4982228587459656,0.3351908184341398,0.27747942117010915,0.8065915969898237,Personal,Caa
5060,831,0.5611627891104665,0.6472335916024855,175404.70293182528,93165.79564264829,23,863634.0058091619,Consumer Goods,17,3,0.7288019555400969,0.44803835920506707,0.5550737615629064,0.23371817223027602,Government,Ba
5061,710,0.11786927586373377,0.6929126976509905,156695.7342556999,349765.5594223681,18,571580.7348227813,Healthcare,9,7,0.2114557560553273,0.5611339753729675,0.46539860578832015,0.9097637031722544,Personal,Ba
5062,364,0.4833619314771005,0.8967196439168715,139219.2934967656,232931.51963241666,23,782126.0937456484,Healthcare,27,7,0.3379931684823091,0.059043676010978374,0.08954162884176442,0.2852834872704477,Personal,Caa
5063,540,0.43535511416703776,0.8127254218835387,188396.2416986129,76650.71700527535,16,342526.59790640586,Finance,6,0,0.6582235860377783,0.5730606663756156,0.21936125723836108,0.013582242082897933,Corporate,B
5064,668,0.12479248526200112,1.0145820318915697,128278.84629225484,42228.94364816076,20,336552.0440934074,Consumer Goods,6,0,0.6724771289919377,0.3480622548492087,0.5555597385173863,0.6891445764285499,Government,Ba
5065,835,0.3719867894882397,0.7650736840264243,117019.10845270385,242967.20934238436,25,893132.5688361867,Healthcare,23,3,0.9089632332911051,0.5725512984535244,0.9745723015693686,0.9172611506668827,Personal,Ba
5066,683,0.35753017287893474,1.1016363653018058,195867.8783967814,123289.7559631651,21,600865.0132126078,Finance,2,5,0.7544556613718152,0.4452241034891432,0.7638900198196951,0.8674827907334639,Government,Ba
5067,730,0.44576711253848833,0.8023442835257251,65022.39925528573,129000.5980910524,1,350150.9223651561,Healthcare,11,2,0.8426750285463314,0.18319711088080715,0.9829691317538277,0.19031832690940054,Government,B
5068,382,0.13876570580458628,0.5280288965003547,54134.58944360979,163507.35923259816,28,846869.6815334442,Technology,2,0,0.8233693418409245,0.10912464197819982,0.7210492978987123,0.9524261982916975,Corporate,B
5069,585,0.502639392664206,0.512154853119462,57588.08782074319,360590.288362576,27,448128.4831324192,Consumer Goods,20,3,0.271286150799124,0.8747872584923818,0.9873130704294475,0.9404028433230407,Corporate,B
5070,833,0.16970172100575234,0.9527198102591834,198205.14136275332,86224.35276927105,20,405976.1241653519,Technology,29,5,0.8136374971626075,0.3952928222120885,0.2496644069020434,0.652814007849536,Personal,Baa
5071,758,0.30933230673093637,0.878387182797278,140882.67933260804,360190.1634005807,27,35909.29857990767,Healthcare,28,4,0.2063415347463895,0.616095060078083,0.915351305041682,0.2555823680276257,Corporate,Ba
5072,511,0.540644003750818,0.879921250349402,82006.88991985723,392441.41388214595,13,682212.4965652643,Healthcare,15,0,0.012601855380328209,0.0851474734988138,0.6685988764464392,0.4184429242245721,Government,Caa
5073,425,0.38026580274774824,1.053006311219912,72326.22673939045,299267.6476913621,4,537316.0283864746,Technology,2,3,0.6157789056659976,0.41110624278395946,0.5980333561865884,0.5354803526659552,Corporate,Caa
5074,712,0.2897954568773672,0.7630041642478037,39628.560315414215,127540.97666643618,12,318710.82899502886,Consumer Goods,7,5,0.3643756085816472,0.707453870297398,0.7015758520280584,0.5270118998393174,Personal,B
5075,798,0.1241011210229184,1.1968128983164892,52431.04587968129,30508.601475927113,15,147908.41690527656,Finance,10,9,0.670009892067543,0.9690152669709047,0.5692111703258547,0.5795822866599383,Personal,B
5076,724,0.4361367586008609,1.1618710704268964,184389.33882725373,206932.8302419753,20,190591.46796987316,Real Estate,25,5,0.22229907397243642,0.5551705481172107,0.3603373730455247,0.2560522864684598,Government,B
5077,842,0.593273382653392,0.5090732370104774,157047.98032233026,424485.38434501016,12,232613.3946324594,Energy,2,5,0.25052705666068953,0.17541490728414733,0.8135563789431988,0.19095629128887648,Corporate,Ba
5078,457,0.5558981993791915,1.1270199377391292,190065.15486567945,55425.782212319136,19,866551.5215464554,Technology,17,8,0.8995546300455355,0.01266535919840761,0.3715197218041154,0.9746332411751697,Corporate,Caa
5079,411,0.458648038786714,0.976384755259075,102034.25919738549,373691.2317632243,19,485829.70610745426,Energy,17,7,0.6648029472381979,0.35417295741815435,0.4306291837848579,0.12284487281902245,Government,Caa
5080,701,0.15264642912797252,0.8514632357712244,132210.33183040575,236605.45495317562,26,698542.1399599878,Consumer Goods,29,6,0.08921891811305693,0.406085300922314,0.7886656451247572,0.3248770640972002,Corporate,Ba
5081,421,0.2197200467001971,0.9079232318658297,112224.11402982839,449922.37189619866,15,466705.23706442496,Consumer Goods,18,9,0.350343035704338,0.4983171868329598,0.9740504676037205,0.9704461042114375,Personal,Caa
5082,572,0.19342450972664352,1.089300154285025,179835.5174029294,181318.05886025206,21,478993.3822622042,Energy,14,3,0.650254524648401,0.003984412850935759,0.31395780093326786,0.721782169627353,Government,B
5083,593,0.2777308201278227,1.1657261744511165,198534.92081937823,353850.6719707856,5,823926.3961323664,Real Estate,28,2,0.7165148990206694,0.7236104428798709,0.9797188605153943,0.5627347820307169,Corporate,B
5084,697,0.21775861389576776,0.8922335373155097,188571.7853005628,371359.091344638,11,773445.1629379448,Finance,3,2,0.4970289654092458,0.6551956502258328,0.888000967933315,0.013798511184075046,Government,Ba
5085,770,0.2222197229858466,0.6269040130320129,131669.49412304538,103377.14792321961,18,239816.79439120888,Finance,17,2,0.25195055793039545,0.017929946045776468,0.19809794008479165,0.8716529689419439,Government,Ba
5086,506,0.4083649676877028,0.9478277886755854,40506.33612199768,83282.72824270412,10,629462.6112949651,Healthcare,24,9,0.6691176506429106,0.3336013307837762,0.16057392914004143,0.7635407876597258,Corporate,Caa
5087,409,0.2593513279806917,0.5533532778720065,134979.52421376493,50901.91786754877,28,683386.3330065117,Healthcare,15,4,0.08391925461925653,0.3680457353826887,0.8185775793149946,0.1009532964310389,Government,B
5088,739,0.4385814382362365,0.9445971157844074,46498.061660289706,352283.2599471955,26,410755.4109627443,Energy,22,5,0.7920900112637922,0.2839411782980982,0.06652227255809873,0.8097821556369863,Corporate,B
5089,577,0.5739448295730902,1.0660282617688113,53599.65051806886,276334.47506668954,13,77648.43977871854,Technology,19,3,0.7558261122424492,0.29609135481643434,0.9844917586003933,0.26196636380654736,Personal,Caa
5090,781,0.4192389583066195,0.7473320055401208,62528.598692152955,47925.792409068286,25,377690.7903517441,Energy,25,9,0.2876880382177198,0.43352519439058845,0.20525305528183224,0.8090110323515018,Personal,Ba
5091,413,0.4758283386051856,0.5498290969786216,91793.88157930868,157625.40469564032,19,364722.14530577627,Finance,20,0,0.06074331841990044,0.7021747968102092,0.023649920023972038,0.8427801458838979,Corporate,Caa
5092,776,0.475790207641419,0.9845582898890344,130603.70222058422,75461.4775941787,20,693723.2852446918,Technology,16,6,0.08932223068092848,0.6757831628967091,0.6647592681665819,0.4336026075749043,Government,Ba
5093,620,0.2653513941996555,0.7375301251180053,86704.12460953547,50877.1064277518,15,811422.6367636872,Healthcare,25,6,0.4266301953847791,0.41033138649884604,0.5696678455461748,0.08003495444345177,Personal,B
5094,478,0.10747899729671775,0.6743676563163861,106885.40824712554,152891.72647909608,18,402055.599364347,Technology,15,9,0.18364222065603353,0.6210656575561864,0.9112240965878963,0.5600147677026521,Corporate,B
5095,518,0.12752398149710722,0.9824272312602693,38039.13562443882,52666.52594805465,8,649259.0908913702,Real Estate,5,0,0.4364926737727325,0.06984346039691158,0.13743951790185815,0.5535577753996922,Personal,B
5096,827,0.24103012544227922,1.1787105282361563,135358.82612315175,133792.07063279644,23,646406.2325430684,Energy,15,2,0.05714093464987924,0.7694294895162077,0.18564816761714098,0.8047638877816012,Government,Ba
5097,791,0.444771591828799,1.0217256641980161,141695.40013601014,278595.9874291316,3,651673.5999681813,Technology,25,9,0.443019372731686,0.44151215738117255,0.7303106844526217,0.09250010440668155,Corporate,Ba
5098,360,0.5533415693241462,0.8439450283915628,46896.32516849117,282647.58233452943,11,558765.914132283,Healthcare,15,5,0.9027060160199555,0.0896645673255917,0.39093642567941367,0.6992798764733887,Corporate,Ca
5099,353,0.5793991310953731,0.9203575056969037,163469.91651884365,88161.13892737325,27,632924.0145763967,Healthcare,24,3,0.6782825882107453,0.37368682118802254,0.6285068616337328,0.8436265134656089,Personal,Caa
5100,837,0.11292433192003673,0.5995952360800522,140068.1248025375,99551.69202456668,5,869010.5744190076,Real Estate,18,4,0.06481687342856479,0.7083699603891404,0.03487190163551768,0.5276971156845639,Personal,Baa
5101,364,0.5950436228163856,1.0692492999779655,113254.00297783177,428210.92615440016,12,922610.6571730636,Real Estate,5,8,0.08434491795399746,0.12327767576818571,0.8075421177819743,0.31175088428310693,Corporate,Caa
5102,470,0.2612486091783469,0.9230065074279932,123986.17861086283,87632.77486983173,1,100881.4379750574,Finance,1,9,0.5076948589290161,0.8147597010434282,0.26343674096417014,0.24524151037378317,Government,B
5103,572,0.5214781141175576,1.1760812785986121,115517.77487397526,27642.026050165856,28,21635.04782100133,Real Estate,1,8,0.26366078046528596,0.7082119535061204,0.5329841904923219,0.31374880148706197,Corporate,Caa
5104,834,0.1901477303483902,1.1856383578029637,39144.80043371479,126186.32083275769,6,523726.6560335383,Real Estate,3,5,0.44164094701941736,0.08313333090725272,0.694310759173025,0.8951505085885478,Personal,B
5105,690,0.1314491288034296,0.7482106847082821,154975.40835825022,290331.0689212571,26,418684.2364044942,Finance,17,0,0.7680734555880814,0.9786013832876659,0.16606872163105024,0.6974156995265489,Personal,Ba
5106,626,0.2891777120313438,1.1919821548588696,117007.80826969125,8576.110023791294,6,456657.7456250616,Real Estate,22,5,0.3932811509192552,0.9435447392745085,0.07885218355860113,0.6648674496017486,Government,B
5107,407,0.5294626942653465,1.1697834696718132,59380.05509448289,492568.5993635819,12,463920.1483507698,Consumer Goods,22,1,0.30051530441343244,0.13213735082888622,0.00042104329354941683,0.07107304429688166,Corporate,Ca
5108,461,0.21041245793890803,0.9478823746635952,145724.24513695593,119042.85720813084,21,896236.7056150765,Consumer Goods,21,6,0.8953153986466975,0.2028884283857103,0.05776526836227536,0.6129725877982263,Personal,B
5109,751,0.1769786628759211,0.7334250999214094,148161.15303054935,122868.17655596833,25,640260.7960700642,Consumer Goods,14,1,0.7135722357135416,0.3473468456016384,0.9108924335937789,0.8596419907890857,Personal,Ba
5110,505,0.5549021644750952,1.0273381545234384,66294.22980018563,370615.6623548989,15,447916.6745719923,Real Estate,9,1,0.6344314614109191,0.9896978905886035,0.519258451470605,0.1915340213061525,Corporate,Caa
5111,315,0.5691686013107295,0.6898660619492951,165404.16236315534,127848.64797331383,4,460234.8827345326,Healthcare,27,7,0.07188013580870001,0.7054116681452237,0.06476486972206619,0.25965346933902145,Government,Caa
5112,626,0.10627409959445447,0.9408907276722064,107605.80339977253,201094.93099285307,18,846057.6016194987,Healthcare,4,7,0.5008803614845976,0.9145228766787914,0.9964549371603064,0.9752845637716624,Corporate,B
5113,301,0.4637178687077408,0.5172071296596948,60703.63412619978,274239.7508803819,12,224885.6670317363,Finance,19,4,0.8947531298585643,0.2759163185452612,0.09053928276744161,0.5459325795621763,Personal,Caa
5114,309,0.2546038682646633,0.9400079575809215,141795.40056321665,15826.873567694272,7,24599.027608914184,Healthcare,3,5,0.8223778665165701,0.8700091706643321,0.9181748385634647,0.7092897818021975,Personal,Caa
5115,733,0.2873521849835948,1.1661257993134932,131443.58397083907,419459.84994513297,5,483385.70941599924,Healthcare,1,6,0.06437837287202075,0.11045899307571427,0.2191271056031181,0.33772224051022626,Government,B
5116,424,0.3345514874757449,0.6646001298943538,58969.07538998734,258465.1353474019,23,960866.2493277158,Finance,4,8,0.7509947193379345,0.9954851986596428,0.7026984092450329,0.27000828803333043,Government,Caa
5117,380,0.3133954850872598,1.0447256407010443,178299.31296220352,159894.8945945479,23,816228.3198140062,Consumer Goods,23,6,0.8738163406942908,0.10665369013465198,0.2332505147560191,0.052847103203768286,Government,Caa
5118,784,0.3574868924910526,0.7053964849409211,175270.83656008323,202894.38081566826,23,414311.2718070674,Finance,24,8,0.24396788285687032,0.4362744065731353,0.9920934916613903,0.2070226460131913,Corporate,Ba
5119,449,0.3911808578700081,0.995494824110049,172161.5799355273,32633.23751259917,3,183348.10001185854,Healthcare,14,4,0.5209818990609975,0.8198538642144739,0.1794956217142386,0.6410662537241639,Government,Caa
5120,639,0.33279775241896214,0.9899806589114677,97868.73602372721,360400.64610687346,29,574433.8774434306,Healthcare,29,0,0.8855997900338066,0.8510344093889196,0.3506426070169566,0.3110363861837918,Government,B
5121,428,0.45078177024475874,0.6293164191833349,170185.87170857782,272054.67746254476,5,880907.5178223363,Finance,22,3,0.8806228431451224,0.8630625244665161,0.13626773748303633,0.15238961241591487,Corporate,B
5122,737,0.45930083142107103,0.9179895372947139,173615.202424833,457425.76345394517,29,720100.830137688,Real Estate,23,6,0.41278176338769645,0.2867050385403793,0.4948682724603206,0.0885030192420252,Government,Ba
5123,800,0.32017959871309754,1.1014182671792074,199411.84625909122,234772.4857653414,17,544798.2207487428,Healthcare,21,1,0.5071665823308058,0.6604853496036734,0.42972881995290546,0.8623139949252171,Government,Ba
5124,357,0.1712315740435543,0.7677731486076929,192792.78508952024,415058.75818856223,6,737527.7546545094,Healthcare,14,8,0.10618246145802357,0.21021967015892895,0.8136522367701735,0.48445231803789024,Government,B
5125,497,0.4203194606600613,0.9971938659442388,95084.04695640973,98222.62942856821,20,965008.134889068,Finance,8,1,0.5343446394457396,0.49419034661887495,0.854388863598833,0.3846463522364967,Corporate,Caa
5126,510,0.4864783561753545,0.9721010246641826,63694.72247118913,32972.135847129975,2,557166.5739622804,Energy,26,0,0.8610705611122669,0.8480092713745316,0.8581545631053468,0.19332110351068077,Personal,Caa
5127,344,0.4190547606019749,0.6802598012604226,79718.60678558388,474477.8612633992,19,559794.4656850182,Healthcare,16,4,0.1727835373139005,0.41002967026846004,0.03675145995831908,0.48086331025816664,Personal,Caa
5128,396,0.3940273829234078,1.1430504918499924,114112.80853320175,132194.25314796343,15,483817.2856481749,Energy,3,1,0.4582834299646793,0.10993631356707834,0.17994089543173253,0.9181399353841028,Personal,Caa
5129,578,0.21470599561730316,0.8944584588813911,166927.79775570906,417623.94382517674,3,570946.8476031356,Real Estate,24,5,0.6432341811717839,0.023813485220279818,0.639099460553405,0.39354479455553437,Corporate,B
5130,834,0.4225685204096291,0.7487048597638669,152907.28947343613,132380.19146890618,1,638810.6062047905,Real Estate,27,1,0.04856863185257276,0.8998897759550214,0.6017689361025395,0.06909370742122822,Government,Ba
5131,709,0.26742810728810595,0.6150508629917057,163911.1689979314,82141.63908362431,23,212236.38513159085,Finance,26,5,0.036555140414745946,0.12334235728890608,0.8065308678774198,0.7614453829086507,Corporate,Ba
5132,760,0.5597794314066425,0.8314208466938382,94587.48340806236,367602.7928537859,26,572348.9017413578,Technology,7,5,0.8489702473035344,0.8760447203004897,0.7747933788621154,0.23016529405825747,Government,B
5133,690,0.4268600463799904,1.01107940653119,71973.789528102,390311.03439457295,19,23322.76932663477,Consumer Goods,25,9,0.9650568715481652,0.09383284074666187,0.21574391221690425,0.711681851572114,Corporate,B
5134,343,0.23908983835415135,0.9365481888396916,34102.044532138156,422588.3041172474,7,938550.0534213436,Real Estate,29,1,0.7607633077480169,0.24163210875300312,0.34393705809480957,0.742210691530137,Government,Caa
5135,326,0.33646345468196504,1.0089367916869343,136451.21575340081,433109.99790891,26,47460.902751932554,Real Estate,6,1,0.9631879337303547,0.7283232806563605,0.5656883091678925,0.8057341137965933,Government,Caa
5136,396,0.5232906379425222,1.054232526610269,165156.41509163135,244149.94114720498,10,958571.55919437,Consumer Goods,13,5,0.15343156876788666,0.17472484888138484,0.8627570031126314,0.2173873802120072,Corporate,Caa
5137,847,0.2677319755913238,0.808703336542608,181153.88399531404,203107.36129158645,28,969302.8396516228,Finance,26,8,0.8701830900535068,0.8834367591340861,0.5252088847009169,0.1534610594805047,Personal,Baa
5138,518,0.3627202850761906,0.8641163288170046,110960.44016973635,376729.63833829755,9,531522.3276769789,Healthcare,26,3,0.9058766445877615,0.22497172211234828,0.6903425018137632,0.3241468078559854,Corporate,B
5139,484,0.43983498662576126,1.1904954781066235,187699.78229523328,286846.22435190785,29,339093.99805795896,Finance,2,9,0.29013667800327436,0.36811871206444935,0.3856263948676869,0.6845643513475768,Personal,Caa
5140,368,0.47726466941337087,1.1776359770746059,64410.05047750096,482815.6532378343,16,193101.2094801362,Technology,28,3,0.6481703617001725,0.866968692301007,0.0973281170844531,0.9489401453838199,Corporate,Ca
5141,429,0.18694608753237243,0.7903719873312014,117444.28093457026,191038.82560302338,15,170552.94841686139,Energy,11,1,0.3058464177702246,0.3429398216335082,0.44207749085371273,0.6718476737585457,Government,B
5142,633,0.3825761523386445,0.9796256669445464,66340.5166278684,26223.3877742282,13,245554.60007524907,Technology,21,3,0.10930338233601622,0.5886551456822771,0.15959964091919876,0.981093453127414,Government,B
5143,453,0.5560999502481007,0.687313124829497,61972.83713961439,296705.76349910244,22,481444.45156166004,Consumer Goods,9,9,0.8130630974938211,0.32393629550459324,0.3583396124697099,0.6227727001266918,Personal,Caa
5144,846,0.584179890754847,0.6068882819449539,192075.98244039982,179967.45150457343,8,745469.1571359222,Energy,7,6,0.9059502741252233,0.4786565247000465,0.30303206799002613,0.9625872346753335,Personal,Ba
5145,378,0.4280725212796791,1.0378808558366135,169015.9170841166,174623.4684293786,27,404742.29215578485,Technology,12,3,0.11007100758304877,0.4704711694555438,0.24534045747413002,0.7240936535905675,Government,Caa
5146,712,0.5918304020799928,0.805325978592617,32005.982395014973,284436.9437575646,11,783201.9611074809,Technology,11,5,0.6481913912958447,0.47567269014068847,0.6855812190939206,0.34191071179136323,Personal,B
5147,845,0.3853676244880704,0.6239369625550133,75647.20917353767,461281.7393314361,1,568940.2855496142,Consumer Goods,15,4,0.9710385732880255,0.36689702814919856,0.20086769287238238,0.68053225376889,Government,Ba
5148,468,0.3213025148904667,1.0311935464643829,64872.99267913289,137144.3488706909,24,29084.205929505522,Consumer Goods,12,6,0.27312160332017,0.7225236659606921,0.6770781592959128,0.1753692667952662,Personal,Caa
5149,814,0.37579372947412293,1.1406192518558163,55012.810624580736,192898.72039109902,8,140473.56961589053,Consumer Goods,3,2,0.7509945456403856,0.34294531886501545,0.038819492179868686,0.41575391825264285,Personal,B
5150,613,0.15785619713176105,1.153291450320416,148560.11299198924,446168.57686762034,12,576527.172971619,Consumer Goods,18,2,0.41229299160697186,0.13630224909066435,0.6743307590545997,0.34647456676348487,Corporate,B
5151,331,0.3008579598426939,0.9174335959238337,126362.43132702935,448133.4721746977,19,169553.91869365776,Consumer Goods,24,4,0.06370813538077036,0.5973468489728914,0.04253167487821086,0.7967114244494419,Government,Caa
5152,586,0.3292025265152644,0.8357487902824114,107168.87702751881,121121.58954784599,6,612228.5866864586,Real Estate,8,3,0.6997122430942863,0.27809207452765894,0.1780153792566015,0.8585888287157403,Corporate,B
5153,342,0.5243138993604891,0.5993066103132639,62214.49993476842,354633.64067348576,16,450827.85709293827,Energy,15,4,0.24591525454571728,0.03876603295997816,0.5031977664083033,0.7573990688203297,Corporate,Caa
5154,300,0.47932429637122365,1.0549528629792722,77195.06956788161,210702.6668918773,14,693181.4181667479,Energy,16,0,0.5964173654593965,0.04517569566061874,0.9879052565848796,0.8395364742677164,Personal,Ca
5155,569,0.4007132926124004,1.1617262064702027,90537.17833418079,468320.2738865697,22,298522.6880158905,Healthcare,17,3,0.0706946670690406,0.4879829409433072,0.6378971425937348,0.0774475285959687,Personal,Caa
5156,479,0.273638617438135,1.1226222895321776,163532.05659149174,367461.4291614434,7,823408.948051188,Consumer Goods,18,5,0.1202246407452775,0.9682132465040392,0.003423583963727661,0.8368623651676104,Government,B
5157,817,0.19351729284632854,1.0262484181063696,198162.2037075068,249704.8712938774,3,394995.4454509289,Healthcare,21,6,0.005768621742778479,0.07783843636562349,0.7758757065369611,0.21827607408156813,Corporate,Ba
5158,402,0.27388251045731393,0.5031982038135432,61276.09929496587,409618.6176568131,10,798681.494146588,Technology,13,7,0.21784310345189406,0.3313202634371524,0.3405958542086416,0.7617209582336714,Corporate,B
5159,309,0.43990203547956597,0.7854256122251384,88058.85371186158,498949.87677298574,1,29177.088468057453,Real Estate,21,4,0.13067955365965456,0.03926570721366274,0.9921007781379584,0.4845558420084457,Personal,Ca
5160,389,0.23151889954251656,0.7874999201912656,77634.2629125841,226286.43636920687,29,399153.2579595117,Consumer Goods,16,1,0.2936638485179055,0.6313455446902436,0.6063809272106495,0.24672041940696332,Government,Caa
5161,525,0.31344334785458294,1.1260577630718123,37491.45708068685,189888.6414978923,25,227986.5474933469,Energy,7,1,0.20411275873482182,0.578463263909764,0.925352541348191,0.7862512431721854,Government,Caa
5162,425,0.29338511744084106,0.5459555018433339,67267.20567889142,305482.86890840885,6,449243.515488702,Real Estate,5,2,0.2635979348682578,0.28339817786017263,0.04888770288717725,0.02525859287118115,Personal,B
5163,508,0.4827950318955301,0.8718558087173486,183274.37037541711,343125.8226947221,5,947341.8506265067,Finance,12,3,0.1287235142582892,0.7598320998244705,0.3690909837121069,0.9901412011288254,Corporate,B
5164,396,0.5418935311300722,0.595294082748982,173285.89040830737,353702.01942728343,15,167367.6889667749,Healthcare,9,5,0.17759450701733737,0.029131708946348422,0.28741149829036416,0.5139183702825328,Personal,Caa
5165,373,0.44968547840548845,0.9636057399861806,58491.54356950857,239423.5353229337,18,97116.31416344264,Energy,1,4,0.28198943391130005,0.12570374677111862,0.3745844529533243,0.4236806502462095,Government,Ca
5166,490,0.2708011304665171,1.0545788417247266,92247.71214476936,169484.92703413471,4,67911.1966459182,Energy,21,4,0.43627636135028824,0.05814624834315729,0.30473020681142104,0.5620750809341173,Personal,Caa
5167,355,0.3165885244879436,0.9493714483801419,82836.51939623331,411852.74985501403,5,132126.37507563358,Energy,3,8,0.2627741782041514,0.33807555774090925,0.27819351622432775,0.8847445891754979,Government,Caa
5168,331,0.17167507702686072,1.056209598714438,55115.9373692066,479338.8526638464,10,71338.09646266961,Consumer Goods,10,8,0.1874401067883631,0.5052695804381877,0.48123309563691996,0.28350064804881714,Personal,Ca
5169,826,0.18404872388330493,0.9252474084123161,135775.39563843067,432671.01738560654,4,687890.6609018941,Healthcare,29,2,0.6365332027508276,0.2897567413772374,0.7804910674079168,0.25133056911959517,Government,Ba
5170,583,0.1821462837632575,0.6328873773324135,124740.61926209873,342765.34214766277,10,126227.73754735204,Healthcare,11,8,0.3625826065769935,0.31483517920727355,0.6466078324564996,0.7301588150491913,Government,B
5171,793,0.1652931787806551,0.7678644629516622,102588.52656552318,183274.30796507373,20,205465.5132827927,Finance,22,0,0.60335835926413,0.5738283584969639,0.3696235188393282,0.4335478309814913,Corporate,Ba
5172,486,0.1897906142545651,1.1698081713380786,175434.7157783975,313129.1472626361,27,649075.6397068541,Healthcare,17,3,0.3994983988661833,0.24106310029255928,0.5895556832198854,0.49656279455924623,Corporate,B
5173,797,0.20134410128917882,0.7017224389446046,135350.92780219426,55074.23143493332,22,451696.3045264981,Technology,18,7,0.4136973992355766,0.2774396545339173,0.9069576106554581,0.4874344584614865,Personal,Ba
5174,741,0.15592297189881646,0.544003668984345,74076.52603645911,269286.92153205344,4,64118.121885287466,Healthcare,25,8,0.37616778359682523,0.9014420242123939,0.26871763372634183,0.8040466781391669,Corporate,Ba
5175,429,0.42013036094211353,0.7693809824268868,93529.8053239777,391702.51420941856,29,970967.3730838952,Finance,9,4,0.8525391671140085,0.7274792909067426,0.5005422908225503,0.22111770601429837,Government,Caa
5176,591,0.5952007672910998,0.7564149831908802,55526.644063132626,129274.27766781695,12,603931.7249534152,Finance,28,1,0.38373179517358325,0.5048401007290039,0.911637272820906,0.3107232093412743,Personal,B
5177,413,0.539593372326128,0.8292161710126924,130533.45642872785,253259.46313810188,9,617653.6275099011,Energy,18,7,0.6014286902122676,0.7038884624198943,0.7310579905680138,0.4685076271645203,Personal,Caa
5178,498,0.12280136191304311,0.8922123954568488,129726.94495500444,41270.75197531971,28,854057.1425907428,Consumer Goods,20,7,0.4668194761879474,0.44136463557407457,0.17474286929466853,0.10893277613170371,Corporate,B
5179,312,0.3115294045983624,1.1946962865549626,177931.2266153082,420056.0003128227,2,910002.4915353032,Technology,13,8,0.5924022477973486,0.912255821514257,0.7933939372750775,0.2509820982113048,Personal,Caa
5180,570,0.5296552896163862,1.029363759530212,175488.83917714213,178364.82536759973,5,66519.45453065372,Healthcare,10,5,0.19578435169848085,0.17648272030500622,0.8022602932626267,0.7921367215515431,Corporate,B
5181,514,0.16733740899599822,0.5251235349803972,172280.1456881911,293192.89487134345,16,77662.8390707342,Energy,19,8,0.11878955004120983,0.17096071932924262,0.7458993483561259,0.5330468401241539,Corporate,Ba
5182,743,0.5238225733260213,0.9988986297445588,123321.89434926014,192374.74582453244,19,778785.4124238271,Finance,24,9,0.5905546445382505,0.05943715646092773,0.5958032718883498,0.6147538685154074,Government,B
